order_id,customer_id,order_date,ship_date,ship_mode,product_id,product_name,division,sales,units,gross_profit,unit_price,cost,target
US-2021-155271-CHO-TRI-54000,155271,04-05-2021,25-10-2026,Same Day,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,7.5,2,4.9,3.75,2.6,27000
US-2023-121671-CHO-TRI-54000,121671,17-07-2023,11-01-2029,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,11.25,3,7.35,3.75,3.9,27000
US-2023-121671-CHO-SCR-58000,121671,17-07-2023,11-01-2029,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,3.6,1,2.5,3.6,1.1,27000
US-2023-121671-CHO-NUT-13000,121671,17-07-2023,11-01-2029,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,27.92,8,19.92,3.49,8,27000
US-2023-121671-CHO-NUT-13000,121671,17-07-2023,11-01-2029,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,3.49,1,2.49,3.49,1,27000
US-2023-121671-CHO-FUD-51000,121671,17-07-2023,11-01-2029,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,10.8,3,7.2,3.6,3.6,27000
US-2023-114601-CHO-SCR-58000,114601,26-08-2023,22-02-2029,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,14.4,4,10,3.6,4.4,27000
US-2023-114601-CHO-SCR-58000,114601,26-08-2023,22-02-2029,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,10.8,3,7.5,3.6,3.3,27000
US-2023-114601-CHO-TRI-54000,114601,26-08-2023,22-02-2029,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,7.5,2,4.9,3.75,2.6,27000
US-2023-114601-CHO-NUT-13000,114601,26-08-2023,22-02-2029,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,10.47,3,7.47,3.49,3,27000
US-2023-114601-CHO-SCR-58000,114601,26-08-2023,22-02-2029,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,10.8,3,7.5,3.6,3.3,27000
US-2024-114412-CHO-TRI-54000,114412,15-04-2024,11-10-2029,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,11.25,3,7.35,3.75,3.9,27000
US-2021-154963-CHO-FUD-51000,154963,22-06-2021,18-12-2026,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,18,5,12,3.6,6,27000
US-2021-154963-CHO-TRI-54000,154963,22-06-2021,18-12-2026,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,11.25,3,7.35,3.75,3.9,27000
US-2021-154963-CHO-MIL-31000,154963,22-06-2021,18-12-2026,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,9.75,3,6.33,3.25,3.42,27000
US-2021-143210-CHO-FUD-51000,143210,01-12-2021,26-05-2027,First Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,7.2,2,4.8,3.6,2.4,27000
US-2021-143210-CHO-MIL-31000,143210,01-12-2021,26-05-2027,First Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,9.75,3,6.33,3.25,3.42,27000
US-2021-143210-CHO-FUD-51000,143210,01-12-2021,26-05-2027,First Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,7.2,2,4.8,3.6,2.4,27000
US-2022-110863-CHO-FUD-51000,110863,17-11-2022,16-05-2028,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,18,5,12,3.6,6,27000
US-2022-110863-CHO-FUD-51000,110863,17-11-2022,16-05-2028,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,10.8,3,7.2,3.6,3.6,27000
US-2022-110863-CHO-FUD-51000,110863,17-11-2022,16-05-2028,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,14.4,4,9.6,3.6,4.8,27000
US-2023-147137-CHO-FUD-51000,147137,04-07-2023,26-12-2028,First Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,18,5,12,3.6,6,27000
US-2023-147137-CHO-MIL-31000,147137,04-07-2023,26-12-2028,First Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,16.25,5,10.55,3.25,5.7,27000
US-2023-147137-CHO-FUD-51000,147137,04-07-2023,26-12-2028,First Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,7.2,2,4.8,3.6,2.4,27000
US-2023-147137-CHO-NUT-13000,147137,04-07-2023,26-12-2028,First Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,13.96,4,9.96,3.49,4,27000
US-2023-131205-CHO-TRI-54000,131205,04-09-2023,28-02-2029,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,11.25,3,7.35,3.75,3.9,27000
US-2023-131205-CHO-SCR-58000,131205,04-09-2023,28-02-2029,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,10.8,3,7.5,3.6,3.3,27000
US-2023-131205-CHO-MIL-31000,131205,04-09-2023,28-02-2029,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,19.5,6,12.66,3.25,6.84,27000
US-2023-131205-CHO-TRI-54000,131205,04-09-2023,28-02-2029,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,15,4,9.8,3.75,5.2,27000
US-2024-157196-CHO-NUT-13000,157196,05-11-2024,02-05-2030,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,6.98,2,4.98,3.49,2,27000
US-2021-152905-CHO-FUD-51000,152905,18-02-2021,17-08-2026,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,7.2,2,4.8,3.6,2.4,27000
US-2021-156587-CHO-NUT-13000,156587,07-03-2021,29-08-2026,First Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,3.49,1,2.49,3.49,1,27000
US-2021-156587-CHO-FUD-51000,156587,07-03-2021,29-08-2026,First Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,10.8,3,7.2,3.6,3.6,27000
US-2021-156587-CHO-FUD-51000,156587,07-03-2021,29-08-2026,First Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,10.8,3,7.2,3.6,3.6,27000
US-2023-140935-CHO-MIL-31000,140935,10-11-2023,04-05-2029,First Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,6.5,2,4.22,3.25,2.28,27000
US-2023-140935-CHO-NUT-13000,140935,10-11-2023,04-05-2029,First Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,6.98,2,4.98,3.49,2,27000
US-2022-150511-CHO-MIL-31000,150511,18-09-2022,16-03-2028,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,6.5,2,4.22,3.25,2.28,27000
US-2023-108637-CHO-MIL-31000,108637,13-03-2023,07-09-2028,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,6.5,2,4.22,3.25,2.28,27000
US-2023-108637-CHO-TRI-54000,108637,13-03-2023,07-09-2028,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,7.5,2,4.9,3.75,2.6,27000
US-2023-108637-CHO-SCR-58000,108637,13-03-2023,07-09-2028,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,14.4,4,10,3.6,4.4,27000
US-2023-161207-CHO-NUT-13000,161207,29-08-2023,23-02-2029,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,10.47,3,7.47,3.49,3,27000
US-2023-129714-CHO-SCR-58000,129714,01-09-2023,23-02-2029,First Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,3.6,1,2.5,3.6,1.1,27000
US-2023-129714-CHO-FUD-51000,129714,01-09-2023,23-02-2029,First Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,14.4,4,9.6,3.6,4.8,27000
US-2023-129714-CHO-NUT-13000,129714,01-09-2023,23-02-2029,First Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,6.98,2,4.98,3.49,2,27000
US-2023-129714-CHO-NUT-13000,129714,01-09-2023,23-02-2029,First Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,13.96,4,9.96,3.49,4,27000
US-2023-129714-CHO-TRI-54000,129714,01-09-2023,23-02-2029,First Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,3.75,1,2.45,3.75,1.3,27000
US-2024-159688-CHO-SCR-58000,159688,07-05-2024,02-11-2029,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,3.6,1,2.5,3.6,1.1,27000
US-2024-134173-CHO-NUT-13000,134173,16-09-2024,14-03-2030,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,13.96,4,9.96,3.49,4,27000
US-2024-118213-OTH-GUM-21000,118213,05-11-2024,30-04-2030,First Class,OTH-GUM-21000,Wonka Gum,Other,3.75,3,1.95,1.25,1.8,3000
US-2024-118213-CHO-TRI-54000,118213,05-11-2024,30-04-2030,First Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,3.75,1,2.45,3.75,1.3,27000
US-2024-118213-CHO-TRI-54000,118213,05-11-2024,30-04-2030,First Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,37.5,10,24.5,3.75,13,27000
US-2024-107174-CHO-TRI-54000,107174,06-11-2024,06-05-2030,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,7.5,2,4.9,3.75,2.6,27000
US-2024-107174-CHO-FUD-51000,107174,06-11-2024,06-05-2030,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,25.2,7,16.8,3.6,8.4,27000
US-2024-107174-CHO-MIL-31000,107174,06-11-2024,06-05-2030,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,9.75,3,6.33,3.25,3.42,27000
US-2021-103100-CHO-NUT-13000,103100,20-12-2021,15-06-2027,First Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,10.47,3,7.47,3.49,3,27000
US-2021-103100-CHO-FUD-51000,103100,20-12-2021,15-06-2027,First Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,3.6,1,2.4,3.6,1.2,27000
US-2022-163181-CHO-SCR-58000,163181,07-11-2022,04-05-2028,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,18,5,12.5,3.6,5.5,27000
US-2022-163181-CHO-SCR-58000,163181,07-11-2022,04-05-2028,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,10.8,3,7.5,3.6,3.3,27000
US-2022-163181-CHO-MIL-31000,163181,07-11-2022,04-05-2028,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,32.5,10,21.1,3.25,11.4,27000
US-2022-163181-CHO-MIL-31000,163181,07-11-2022,04-05-2028,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,6.5,2,4.22,3.25,2.28,27000
US-2022-163181-CHO-TRI-54000,163181,07-11-2022,04-05-2028,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,7.5,2,4.9,3.75,2.6,27000
US-2022-163181-CHO-NUT-13000,163181,07-11-2022,04-05-2028,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,10.47,3,7.47,3.49,3,27000
US-2023-147431-CHO-TRI-54000,147431,02-02-2023,30-07-2028,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,7.5,2,4.9,3.75,2.6,27000
US-2023-122245-CHO-FUD-51000,122245,25-09-2023,22-03-2029,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,10.8,3,7.2,3.6,3.6,27000
US-2023-117121-CHO-FUD-51000,117121,17-12-2023,12-06-2029,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,46.8,13,31.2,3.6,15.6,27000
US-2024-121643-CHO-FUD-51000,121643,18-05-2024,10-11-2029,First Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,7.2,2,4.8,3.6,2.4,27000
US-2024-126788-CHO-SCR-58000,126788,05-06-2024,27-11-2029,First Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,10.8,3,7.5,3.6,3.3,27000
US-2024-140781-CHO-MIL-31000,140781,03-08-2024,28-01-2030,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,9.75,3,6.33,3.25,3.42,27000
US-2024-153822-CHO-MIL-31000,153822,19-09-2024,18-03-2030,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,13,4,8.44,3.25,4.56,27000
US-2024-153822-CHO-FUD-51000,153822,19-09-2024,18-03-2030,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,7.2,2,4.8,3.6,2.4,27000
US-2024-153822-CHO-NUT-13000,153822,19-09-2024,18-03-2030,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,6.98,2,4.98,3.49,2,27000
US-2024-153822-CHO-MIL-31000,153822,19-09-2024,18-03-2030,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,6.5,2,4.22,3.25,2.28,27000
US-2024-101042-CHO-MIL-31000,101042,19-11-2024,16-05-2030,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,19.5,6,12.66,3.25,6.84,27000
US-2024-101042-CHO-TRI-54000,101042,19-11-2024,16-05-2030,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,7.5,2,4.9,3.75,2.6,27000
US-2021-169061-CHO-TRI-54000,169061,05-03-2021,29-08-2026,Second Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,11.25,3,7.35,3.75,3.9,27000
US-2021-169061-CHO-NUT-13000,169061,05-03-2021,29-08-2026,Second Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,20.94,6,14.94,3.49,6,27000
US-2021-169061-CHO-TRI-54000,169061,05-03-2021,29-08-2026,Second Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,7.5,2,4.9,3.75,2.6,27000
US-2021-169061-CHO-NUT-13000,169061,05-03-2021,29-08-2026,Second Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,6.98,2,4.98,3.49,2,27000
US-2021-169061-CHO-TRI-54000,169061,05-03-2021,29-08-2026,Second Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,11.25,3,7.35,3.75,3.9,27000
US-2022-168186-CHO-FUD-51000,168186,10-09-2022,07-03-2028,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,10.8,3,7.2,3.6,3.6,27000
US-2023-147970-CHO-TRI-54000,147970,31-01-2023,25-07-2028,Second Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,11.25,3,7.35,3.75,3.9,27000
US-2024-120761-CHO-FUD-51000,120761,04-09-2024,01-03-2030,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,14.4,4,9.6,3.6,4.8,27000
US-2024-158876-CHO-NUT-13000,158876,19-11-2024,14-05-2030,Second Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,6.98,2,4.98,3.49,2,27000
US-2024-158876-CHO-SCR-58000,158876,19-11-2024,14-05-2030,Second Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,14.4,4,10,3.6,4.4,27000
US-2024-158876-CHO-SCR-58000,158876,19-11-2024,14-05-2030,Second Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,14.4,4,10,3.6,4.4,27000
US-2024-158876-CHO-SCR-58000,158876,19-11-2024,14-05-2030,Second Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,3.6,1,2.5,3.6,1.1,27000
US-2021-139500-CHO-SCR-58000,139500,16-11-2021,13-05-2027,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,7.2,2,5,3.6,2.2,27000
CA-2021-126634-CHO-FUD-51000,126634,20-12-2021,14-06-2027,Second Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,18,5,12,3.6,6,27000
US-2022-131534-CHO-SCR-58000,131534,28-03-2022,23-09-2027,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,18,5,12.5,3.6,5.5,27000
US-2022-131534-CHO-TRI-54000,131534,28-03-2022,23-09-2027,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,3.75,1,2.45,3.75,1.3,27000
US-2022-144043-CHO-TRI-54000,144043,10-05-2022,05-11-2027,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,15,4,9.8,3.75,5.2,27000
US-2022-115945-CHO-SCR-58000,115945,25-06-2022,22-12-2027,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,7.2,2,5,3.6,2.2,27000
US-2022-115945-CHO-TRI-54000,115945,25-06-2022,22-12-2027,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,11.25,3,7.35,3.75,3.9,27000
US-2022-115945-CHO-TRI-54000,115945,25-06-2022,22-12-2027,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,11.25,3,7.35,3.75,3.9,27000
US-2024-126634-CHO-FUD-51000,126634,30-03-2024,22-09-2029,Second Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,18,5,12,3.6,6,27000
US-2024-144932-CHO-FUD-51000,144932,14-04-2024,08-10-2029,First Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,10.8,3,7.2,3.6,3.6,27000
US-2024-144932-CHO-FUD-51000,144932,14-04-2024,08-10-2029,First Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,10.8,3,7.2,3.6,3.6,27000
US-2024-144932-CHO-SCR-58000,144932,14-04-2024,08-10-2029,First Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,10.8,3,7.5,3.6,3.3,27000
US-2024-145737-CHO-TRI-54000,145737,15-09-2024,13-03-2030,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,18.75,5,12.25,3.75,6.5,27000
US-2024-131212-CHO-MIL-31000,131212,05-12-2024,01-06-2030,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,19.5,6,12.66,3.25,6.84,27000
US-2024-131212-CHO-NUT-13000,131212,05-12-2024,01-06-2030,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,10.47,3,7.47,3.49,3,27000
CA-2024-126634-CHO-FUD-51000,126634,20-12-2024,14-06-2030,Second Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,3.6,1,2.4,3.6,1.2,27000
US-2021-122679-CHO-TRI-54000,122679,22-07-2021,18-01-2027,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,22.5,6,14.7,3.75,7.8,27000
US-2022-142055-CHO-SCR-58000,142055,08-05-2022,31-10-2027,First Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,7.2,2,5,3.6,2.2,27000
US-2022-110093-CHO-MIL-31000,110093,03-12-2022,30-05-2028,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,6.5,2,4.22,3.25,2.28,27000
US-2022-110093-CHO-FUD-51000,110093,03-12-2022,30-05-2028,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,7.2,2,4.8,3.6,2.4,27000
US-2023-158708-SUG-SWE-91000,158708,26-06-2023,19-12-2028,Second Class,SUG-SWE-91000,SweeTARTS,Sugar,3,2,1.4,1.5,1.6,15000
US-2023-151323-CHO-NUT-13000,151323,23-10-2023,19-04-2029,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,17.45,5,12.45,3.49,5,27000
US-2023-151155-CHO-MIL-31000,151155,20-12-2023,15-06-2029,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,13,4,8.44,3.25,4.56,27000
US-2023-151155-CHO-TRI-54000,151155,20-12-2023,15-06-2029,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,7.5,2,4.9,3.75,2.6,27000
US-2024-127705-CHO-SCR-58000,127705,02-06-2024,27-11-2029,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,7.2,2,5,3.6,2.2,27000
US-2024-127705-CHO-SCR-58000,127705,02-06-2024,27-11-2029,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,3.6,1,2.5,3.6,1.1,27000
US-2024-155873-CHO-MIL-31000,155873,16-06-2024,12-12-2029,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,9.75,3,6.33,3.25,3.42,27000
US-2024-155873-CHO-MIL-31000,155873,16-06-2024,12-12-2029,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,13,4,8.44,3.25,4.56,27000
US-2024-155873-CHO-SCR-58000,155873,16-06-2024,12-12-2029,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,7.2,2,5,3.6,2.2,27000
US-2024-126662-CHO-SCR-58000,126662,17-07-2024,11-01-2030,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,7.2,2,5,3.6,2.2,27000
