zip,customer_id,latitude,longitude,city,state_name,zcta,population,density,county_fips,county_name,country,region,imprecise,military,timezone
2038,143749,42.08622,-71.41126,Franklin,Massachusetts,TRUE,32777,475.1,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2038,134481,42.08622,-71.41126,Franklin,Massachusetts,TRUE,32777,475.1,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2038,111094,42.08622,-71.41126,Franklin,Massachusetts,TRUE,32777,475.1,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2038,111094,42.08622,-71.41126,Franklin,Massachusetts,TRUE,32777,475.1,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2038,104626,42.08622,-71.41126,Franklin,Massachusetts,TRUE,32777,475.1,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2038,104626,42.08622,-71.41126,Franklin,Massachusetts,TRUE,32777,475.1,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2038,137344,42.08622,-71.41126,Franklin,Massachusetts,TRUE,32777,475.1,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2038,143231,42.08622,-71.41126,Franklin,Massachusetts,TRUE,32777,475.1,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2038,143231,42.08622,-71.41126,Franklin,Massachusetts,TRUE,32777,475.1,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2038,105634,42.08622,-71.41126,Franklin,Massachusetts,TRUE,32777,475.1,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2038,155887,42.08622,-71.41126,Franklin,Massachusetts,TRUE,32777,475.1,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2038,104626,42.08622,-71.41126,Franklin,Massachusetts,TRUE,32777,475.1,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2038,104626,42.08622,-71.41126,Franklin,Massachusetts,TRUE,32777,475.1,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2038,142594,42.08622,-71.41126,Franklin,Massachusetts,TRUE,32777,475.1,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2038,142594,42.08622,-71.41126,Franklin,Massachusetts,TRUE,32777,475.1,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2038,142594,42.08622,-71.41126,Franklin,Massachusetts,TRUE,32777,475.1,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2038,142594,42.08622,-71.41126,Franklin,Massachusetts,TRUE,32777,475.1,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2138,162376,42.37997,-71.13446,Cambridge,Massachusetts,TRUE,38006,5358.9,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2138,162376,42.37997,-71.13446,Cambridge,Massachusetts,TRUE,38006,5358.9,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2138,133081,42.37997,-71.13446,Cambridge,Massachusetts,TRUE,38006,5358.9,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2138,133081,42.37997,-71.13446,Cambridge,Massachusetts,TRUE,38006,5358.9,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2138,115392,42.37997,-71.13446,Cambridge,Massachusetts,TRUE,38006,5358.9,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2138,115392,42.37997,-71.13446,Cambridge,Massachusetts,TRUE,38006,5358.9,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2148,114174,42.43048,-71.05762,Malden,Massachusetts,TRUE,65463,5009,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2148,114174,42.43048,-71.05762,Malden,Massachusetts,TRUE,65463,5009,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2148,128111,42.43048,-71.05762,Malden,Massachusetts,TRUE,65463,5009,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,104577,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,121888,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,121888,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,121888,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,121888,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,130974,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,117800,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,117800,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,138163,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,160661,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,104136,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,104136,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,151330,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,151330,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,151330,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,130974,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,130974,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,130974,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,130974,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,130974,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2149,130974,42.40643,-71.05446,Everett,Massachusetts,TRUE,48685,5497.8,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
2151,139962,42.41887,-71.004,Revere,Massachusetts,TRUE,60592,4100.5,25025,Suffolk,United States,Atlantic,FALSE,FALSE,America/New_York
2151,139962,42.41887,-71.004,Revere,Massachusetts,TRUE,60592,4100.5,25025,Suffolk,United States,Atlantic,FALSE,FALSE,America/New_York
2151,147242,42.41887,-71.004,Revere,Massachusetts,TRUE,60592,4100.5,25025,Suffolk,United States,Atlantic,FALSE,FALSE,America/New_York
2151,147242,42.41887,-71.004,Revere,Massachusetts,TRUE,60592,4100.5,25025,Suffolk,United States,Atlantic,FALSE,FALSE,America/New_York
2151,147242,42.41887,-71.004,Revere,Massachusetts,TRUE,60592,4100.5,25025,Suffolk,United States,Atlantic,FALSE,FALSE,America/New_York
2151,138359,42.41887,-71.004,Revere,Massachusetts,TRUE,60592,4100.5,25025,Suffolk,United States,Atlantic,FALSE,FALSE,America/New_York
2151,138359,42.41887,-71.004,Revere,Massachusetts,TRUE,60592,4100.5,25025,Suffolk,United States,Atlantic,FALSE,FALSE,America/New_York
2169,123505,42.23971,-71.01802,Quincy,Massachusetts,TRUE,60938,1945.2,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2169,127593,42.23971,-71.01802,Quincy,Massachusetts,TRUE,60938,1945.2,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2169,129777,42.23971,-71.01802,Quincy,Massachusetts,TRUE,60938,1945.2,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2169,129777,42.23971,-71.01802,Quincy,Massachusetts,TRUE,60938,1945.2,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2169,152961,42.23971,-71.01802,Quincy,Massachusetts,TRUE,60938,1945.2,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2169,145982,42.23971,-71.01802,Quincy,Massachusetts,TRUE,60938,1945.2,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2169,145982,42.23971,-71.01802,Quincy,Massachusetts,TRUE,60938,1945.2,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2169,145982,42.23971,-71.01802,Quincy,Massachusetts,TRUE,60938,1945.2,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2169,145982,42.23971,-71.01802,Quincy,Massachusetts,TRUE,60938,1945.2,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2169,145982,42.23971,-71.01802,Quincy,Massachusetts,TRUE,60938,1945.2,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2169,145982,42.23971,-71.01802,Quincy,Massachusetts,TRUE,60938,1945.2,25021,Norfolk,United States,Atlantic,FALSE,FALSE,America/New_York
2740,162936,41.63802,-70.93839,New Bedford,Massachusetts,TRUE,46623,3132.1,25005,Bristol,United States,Atlantic,FALSE,FALSE,America/New_York
2740,129581,41.63802,-70.93839,New Bedford,Massachusetts,TRUE,46623,3132.1,25005,Bristol,United States,Atlantic,FALSE,FALSE,America/New_York
2740,148355,41.63802,-70.93839,New Bedford,Massachusetts,TRUE,46623,3132.1,25005,Bristol,United States,Atlantic,FALSE,FALSE,America/New_York
2740,148355,41.63802,-70.93839,New Bedford,Massachusetts,TRUE,46623,3132.1,25005,Bristol,United States,Atlantic,FALSE,FALSE,America/New_York
2740,111297,41.63802,-70.93839,New Bedford,Massachusetts,TRUE,46623,3132.1,25005,Bristol,United States,Atlantic,FALSE,FALSE,America/New_York
2886,157791,41.70493,-71.45892,Warwick,Rhode Island,TRUE,30540,746.5,44003,Kent,United States,Atlantic,FALSE,FALSE,America/New_York
2886,127642,41.70493,-71.45892,Warwick,Rhode Island,TRUE,30540,746.5,44003,Kent,United States,Atlantic,FALSE,FALSE,America/New_York
2886,155152,41.70493,-71.45892,Warwick,Rhode Island,TRUE,30540,746.5,44003,Kent,United States,Atlantic,FALSE,FALSE,America/New_York
2886,165603,41.70493,-71.45892,Warwick,Rhode Island,TRUE,30540,746.5,44003,Kent,United States,Atlantic,FALSE,FALSE,America/New_York
2886,165603,41.70493,-71.45892,Warwick,Rhode Island,TRUE,30540,746.5,44003,Kent,United States,Atlantic,FALSE,FALSE,America/New_York
2895,122588,42.00103,-71.49923,Woonsocket,Rhode Island,TRUE,43163,2146.5,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2895,108749,42.00103,-71.49923,Woonsocket,Rhode Island,TRUE,43163,2146.5,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2895,108749,42.00103,-71.49923,Woonsocket,Rhode Island,TRUE,43163,2146.5,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2895,119102,42.00103,-71.49923,Woonsocket,Rhode Island,TRUE,43163,2146.5,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,169488,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,169488,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,122735,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,122735,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,122406,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,122406,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,152520,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,133592,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,128832,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,168354,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,168354,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,168354,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,168354,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,119578,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,119578,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,133592,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,133592,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,133592,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,133592,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,140158,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,140158,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,140158,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,104129,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,104129,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,119445,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,122406,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,122406,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,158610,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,163804,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,163804,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2908,163804,41.83877,-71.43926,Providence,Rhode Island,TRUE,39099,4437.3,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2920,125451,41.76719,-71.4655,Cranston,Rhode Island,TRUE,36907,1592.5,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2920,125451,41.76719,-71.4655,Cranston,Rhode Island,TRUE,36907,1592.5,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2920,125451,41.76719,-71.4655,Cranston,Rhode Island,TRUE,36907,1592.5,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2920,125451,41.76719,-71.4655,Cranston,Rhode Island,TRUE,36907,1592.5,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2920,125451,41.76719,-71.4655,Cranston,Rhode Island,TRUE,36907,1592.5,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2920,125451,41.76719,-71.4655,Cranston,Rhode Island,TRUE,36907,1592.5,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2920,145387,41.76719,-71.4655,Cranston,Rhode Island,TRUE,36907,1592.5,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2920,151596,41.76719,-71.4655,Cranston,Rhode Island,TRUE,36907,1592.5,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2920,152436,41.76719,-71.4655,Cranston,Rhode Island,TRUE,36907,1592.5,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2920,132955,41.76719,-71.4655,Cranston,Rhode Island,TRUE,36907,1592.5,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
2920,145387,41.76719,-71.4655,Cranston,Rhode Island,TRUE,36907,1592.5,44007,Providence,United States,Atlantic,FALSE,FALSE,America/New_York
